16	ROUND	6811660266	GIA	2196386786 L	6.02	L	VS1	11.52-11.59*7.25	62.80	58.00	MED to STK	NON	EX	EX	EX	NON		13400	15.65 		EX	SPR1	SPR1	B 1	N	N	N	N	Crystal, Cloud, Needle	35.00	14.50	41.40	44.00	50.00	80.00	4.00	Faceted
17	ROUND	7811220257	GIA	1199034790 L	6.33	N	VS1	11.81-11.87*7.29	61.60	58.00	STK	NON	EX	EX	EX	FNT	VG	11900	30.66 		EX	SPR1	PP1	B_PP	N	N	N	N	Crystal, Cloud, Needle	34.00	14.00	41.00	43.50	50.00	75.00	4.00	Faceted
18	ROUND	5811220405	GIA	2196049954 L	6.02	I	VS2	11.64-11.73*7.17	61.40	59.00	THN to MED	NON	EX	EX	EX	NON		27300	16.37 		EX	SPR1	SPR1	B_PP	B 1	N	N	N	Cloud, Crystal, Feather, Needle	36.00	15.00	40.80	43.00	50.00	80.00	3.50	Faceted
19	ROUND	2812390402	GIA	2194903739 L	6.06	K	VS2	11.57-11.65*7.28	62.70	57.00	MED to STK	NON	EX	EX	EX	NON	G	17000	35.62 	UPGRADED COLOR;MIXED TINGE;	VG	CLD1	FR1	N	N	N	HL	N	Feather	36.50	16.00	40.80	43.00	50.00	80.00	3.50	Faceted
20	ROUND	7812730257	GIA	1209185334 L	6.61	K	VS2	11.90-11.97*7.47	62.60	57.00	MED	NON	EX	EX	EX	NON	G	17000	18.34 		EX	SPR1	PP2	B 1	B 1	N	N	N	Crystal, Cloud	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
21	ROUND	5811630195	GIA	5196395465 L	6.82	K	VS2	12.08-12.18*7.58	62.50	56.00	STK	NON	EX	EX	EX	NON		17000	15.33 		EX	SPR1	FR1	B_PP	N	N	N	N	Cloud, Crystal, Needle	33.00	14.00	41.60	44.50	45.00	80.00	4.00	Faceted
22	ROUND	3813250453	GIA	1205551962 L	6.04	L	VS2	11.35-11.43*7.31	64.20	57.00	STK to THK	NON	VG	EX	EX	NON		12700	24.71 	UPGRADED COLOR;	EX	CRL1	FR1	B_PP	B_PP	N	N	N	Crystal, Feather, Needle	37.00	16.50	40.60	43.00	50.00	80.00	5.00	Faceted
23	ROUND	6812900096	GIA	2207349987 L	6.53	L	VS2	11.88-11.91*7.44	62.60	57.00	MED	NON	EX	EX	EX	STG	EX	12700	24.88 	UPGRADED COLOR;	EX	FR1	PP2	B_PP	B_PP	N	N	N	Feather, Needle, Cloud	36.50	16.00	40.80	43.00	50.00	80.00	3.50	Faceted
24	ROUND	5812900045	GIA	6201294732 L	6.22	N	VS2	11.42-11.49*7.40	64.60	56.00	STK to THK	NON	VG	EX	EX	MED		11200	32.24 		EX	PP1	CRL1	B 1	B_PP	N	N	N	Crystal, Cloud, Needle, Indented Natural	38.00	17.00	40.40	42.50	50.00	75.00	5.00	Faceted
25	ROUND	1812900111	GIA	3205294813 L	6.05	F	SI1	11.64-11.69*7.24	62.10	55.00	STK	NON	EX	EX	EX	STG	VG	31200	38.77 	UPGRADED COLOR;RED SPOT;	EX	CRL1	FR1	B 1	B 2	N	N	N	Crystal, Feather, Needle	33.00	14.50	41.00	43.50	50.00	75.00	4.00	Faceted
26	ROUND	7812900077	GIA	6202478126 L	6.03	G	SI1	11.65-11.73*7.23	61.80	58.00	MED to STK	NON	EX	EX	EX	STG	VG	27300	29.67 	UPGRADED COLOR;EXCLUSIVE CLARITY;	EX	CRL1	CRL1	B_PP	N	HL	N	N	Crystal, Feather	32.50	13.50	41.80	44.50	50.00	80.00	4.00	Faceted
27	ROUND	5812270325	GIA	7191834885 L	6.06	I	SI1	11.34-11.45*7.38	64.70	56.00	STK to THK	NON	VG	EX	EX	MED		21000	39.20 		EX	SPR1	PP1	B 2	B_PP	N	N	N	Crystal, Feather, Cloud, Needle	36.00	16.00	41.20	44.00	50.00	80.00	5.00	Faceted
28	ROUND	8813100588	GIA	5203393831 L	6.05	H	SI2	11.61-11.65*7.27	62.50	56.00	MED to STK	NON	EX	EX	EX	NON	VG	19000	8.00 		EX	SPR1	FR2	B 1	B_PP	N	HL	N	Cloud, Crystal, Feather, Needle	34.00	15.00	41.20	43.50	50.00	75.00	4.00	Faceted
29	ROUND	6813000166	GIA	1203339386 L	6.24	K	SI2	11.71-11.76*7.27	62.00	59.00	MED to STK	NON	EX	EX	EX	NON	EX	11800	15.03 		EX	CRL1	SPR1	B 1	B_PP	N	N	N	Feather, Twinning Wisp, Crystal	35.50	15.00	40.80	43.00	50.00	75.00	4.00	Faceted
30	ROUND	4811760184	GIA	5196387254 L	6.10	N	SI2	11.58-11.66*7.29	62.70	58.00	MED to STK	NON	EX	EX	EX	NON		7500	20.90 		EX	SPR1	FR1	B 1	B 1	N	N	N	Twinning Wisp, Crystal, Cloud, Feather, Needle	35.00	15.00	41.40	44.00	50.00	80.00	4.00	Faceted
31	ROUND	2812060002	GIA	7193688019 L	5.03	F	VVS1	10.82-10.96*6.83	62.70	57.00	MED to STK	NON	EX	EX	VG	STG		78000	54.19 		EX	PP1	FR1	N	N	N	N	N	Pinpoint, Feather	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
32	ROUND	7811800387	GIA	2196416060 L	5.08	G	VVS1	10.95-10.99*6.86	62.50	58.00	STK	NON	EX	EX	EX	VST		58600	58.67 	UPGRADED COLOR; 	EX	PP1	N	N	N	N	N	N	Pinpoint	33.50	14.00	41.60	44.50	50.00	80.00	4.00	Faceted
33	ROUND	8812900038	GIA	2207286034 L	5.04	J	VVS1	10.94-10.99*6.82	62.20	59.00	MED to STK	NON	EX	EX	EX	MED		26200	35.22 		EX	PP1	FR1	N	N	N	N	N	Pinpoint, Feather	33.50	13.50	41.80	44.50	50.00	80.00	4.00	Faceted
34	ROUND	1812900100	GIA	6202285904 L	5.10	F	VVS2	11.00-11.04*6.82	61.90	59.00	STK	NON	EX	EX	EX	STG		69700	51.48 		EX	SPR1	PP1	N	B_PP	N	N	N	Needle, Pinpoint	33.50	13.50	41.60	44.50	50.00	75.00	4.00	Faceted
35	ROUND	6811220406	GIA	1199050125 L	5.02	H	VVS2	10.85-10.93*6.81	62.50	57.00	MED to STK	NON	EX	EX	EX	NON	EX	41900	19.48 		EX	FR1	FR1	N	N	N	N	N	Feather, Needle, Pinpoint	36.50	16.00	40.80	43.00	50.00	80.00	3.50	Faceted
36	ROUND	1812900031	GIA	2208265738 L	5.02	I	VVS2	10.57-10.70*6.86	64.50	57.00	THK	NON	VG	EX	VG	STG	VG	33000	52.17 		EX	PP1	FR1	B_PP	N	N	N	N	Pinpoint	38.00	17.00	40.40	42.50	50.00	75.00	5.00	Faceted
37	ROUND	1813370510	GIA	5203651218 L	5.02	I	VVS2	10.85-10.91*6.82	62.70	57.00	MED to STK	NON	EX	EX	EX	STG	EX	33000	45.69 		EX	PP1	SPR1	N	B_PP	N	N	N	Cloud, Pinpoint	35.50	15.50	41.00	43.50	50.00	80.00	4.00	Faceted
38	ROUND	8813180148	GIA	2207588434 L	5.02	K	VVS2	10.99-11.03*6.79	61.70	58.00	STK	NON	EX	EX	EX	FNT	VG	19000	23.88 	UPGRADED CLARITY;	EX	SPR1	FR1	N	N	N	N	N	Pinpoint, Cloud, Feather	32.00	13.00	41.80	44.50	50.00	80.00	4.00	Faceted
39	ROUND	1812490531	GIA	1205050038 L	5.03	M	VVS2	10.82-10.93*6.83	62.80	56.00	MED to STK	NON	EX	EX	VG	NON	VG	12300	23.10 		EX	PP1	PP1	B_PP	N	N	N	N	Pinpoint	36.50	16.50	40.60	43.00	50.00	75.00	3.50	Faceted
40	ROUND	1813370570	GIA	7208660099 L	5.30	M	VVS2	11.04-11.11*6.94	62.70	58.00	MED to STK	NON	EX	EX	EX	NON	VG	12300	22.87 		EX	PP1	PP1	B_PP	B_PP	N	N	N	Needle, Pinpoint	36.50	15.50	41.00	43.50	50.00	80.00	3.50	Faceted
41	ROUND	8812900108	GIA	6201570936 L	5.08	F	VS1	11.06-11.12*6.78	61.20	58.00	MED to STK	NON	EX	EX	EX	MED	VG	62500	37.84 	EXCLUSIVE COLOR;	EX	PP1	CRL1	N	N	N	N	N	Crystal, Pinpoint	32.00	13.50	41.60	44.00	50.00	80.00	4.00	Faceted
42	ROUND	1812620371	GIA	7208148562 L	5.02	H	VS1	10.85-10.92*6.83	62.70	58.00	STK	NON	EX	EX	EX	FNT		38000	24.10 		EX	CLD1	FR1	N	B_PP	N	N	N	Crystal, Feather, Needle	35.00	15.00	41.20	44.00	50.00	80.00	4.00	Faceted
43	ROUND	2812860052	GIA	6205551991 L	5.02	I	VS1	10.87-10.93*6.83	62.60	58.00	MED to STK	NON	EX	EX	EX	MED		30000	39.07 		EX	CRL1	PP1	B_PP	N	N	N	N	Crystal, Pinpoint	35.00	14.50	41.40	44.00	50.00	80.00	4.00	Faceted
44	ROUND	6719202161	GIA	1179042694 L	5.40	I	VS1	11.09-11.18*7.01	62.90	57.00	MED to STK	NON	EX	EX	EX	FNT	VG	30000	32.32 	UPGRADED COLOR;	EX	SPR1	SPR1	B_PP	B_PP	N	N	N	Crystal, Cloud, Needle	36.50	16.00	40.80	43.00	50.00	80.00	3.50	Faceted
45	ROUND	1725001401	GIA	1179480680 L	5.51	I	VS1	11.21-11.27*7.06	62.80	57.00	MED to STK	NON	EX	EX	EX	NON		30000	24.29 	UPGRADED COLOR;	EX	CRL1	SPR1	B_PP	B_PP	N	N	N	Crystal, Cloud, Needle	36.00	15.50	41.00	43.50	50.00	80.00	3.50	Faceted
46	ROUND	4812930154	GIA	6205402636 L	5.02	J	VS1	10.86-10.92*6.84	62.80	57.00	MED	NON	EX	EX	EX	NON	EX	23800	21.49 		EX	SPR1	SPR1	B_PP	B_PP	N	N	N	Cloud, Crystal, Needle	36.50	16.00	40.80	43.00	50.00	80.00	3.50	Faceted
47	ROUND	7813230437	GIA	2206551808 L	5.02	J	VS1	10.86-10.93*6.83	62.70	58.00	MED to STK	NON	EX	EX	EX	NON	VG	23800	20.36 		EX	PP1	SPR1	N	B_PP	N	HL	N	Cloud, Needle, Pinpoint	35.00	15.00	41.20	44.00	50.00	80.00	4.00	Faceted
48	ROUND	2811630022	GIA	5196595495 L	5.01	K	VS1	10.86-10.92*6.84	62.80	57.00	MED	NON	EX	EX	EX	NON		17800	17.17 	UPGRADED CLARITY;EXCLUSIVE COLOR;	EX	SPR1	FR1	B 1	N	N	HL	N	Crystal, Cloud, Feather, Needle	36.50	16.00	41.00	43.50	50.00	80.00	3.50	Faceted
49	ROUND	5811950765	GIA	2198993365 L	5.01	K	VS1	10.64-10.75*6.89	64.40	56.00	STK to THK	NON	VG	EX	VG	NON		17800	26.94 	EXCLUSIVE COLOR;	EX	SPR1	PP1	N	N	N	N	N	Cloud, Pinpoint	38.00	17.00	40.40	42.50	50.00	75.00	4.50	Faceted
50	ROUND	7813180127	GIA	6205535279 L	5.01	K	VS1	10.95-11.01*6.75	61.50	60.00	MED to STK	NON	EX	EX	EX	FNT		17800	23.56 		EX	FR1	FR1	N	N	N	N	N	Feather	32.50	12.50	41.80	44.50	50.00	80.00	4.00	Faceted
51	ROUND	4812620374	GIA	6202156141 L	5.06	K	VS1	10.98-11.03*6.81	61.80	56.00	MED	NON	EX	EX	EX	FNT	EX	17800	25.52 		EX	FR1	PP2	B_PP	B 1	N	N	N	Crystal, Needle	36.00	16.00	40.60	42.50	50.00	75.00	3.00	Faceted
52	ROUND	6811630056	GIA	6192862240 L	5.51	K	VS1	11.19-11.28*6.99	62.20	58.00	MED to STK	NON	EX	EX	EX	NON	VG	17800	13.86 	EXCLUSIVE COLOR;	EX	SPR1	FR1	B 1	N	N	N	N	Cloud, Crystal, Needle	36.50	16.00	40.60	43.00	50.00	75.00	3.50	Faceted
53	ROUND	2811760152	GIA	6201049752 L	5.02	L	VS1	10.60-10.72*6.85	64.30	57.00	STK to THK	NON	VG	EX	VG	FNT		13400	12.92 	EXCLUSIVE COLOR;	EX	PP1	FR1	N	B 1	N	N	N	Crystal, Feather, Cloud	38.00	17.00	40.40	42.50	50.00	75.00	5.00	Faceted
54	ROUND	9812640239	GIA	2207525638 L	5.51	M	VS1	11.26-11.31*7.02	62.20	55.00	MED	NON	EX	EX	EX	FNT	EX	11900	17.94 	EXCLUSIVE COLOR;	EX	PP1	FR1	N	B_PP	N	SM	N	Crystal, Knot, Cloud	36.00	16.00	40.60	42.50	50.00	75.00	3.50	Faceted
55	ROUND	6813100586	GIA	2204614720 L	5.01	N	VS1	10.97-11.03*6.74	61.30	56.00	MED to STK	NON	EX	EX	VG	NON	VG	11900	28.58 	EXCLUSIVE CLARITY;	EX	N	FR1	N	N	N	N	N	Feather, Cloud	34.50	15.00	40.60	42.50	50.00	80.00	3.50	Faceted
56	ROUND	3811590103	GIA	5196247206 L	5.02	F	VS2	10.89-10.94*6.83	62.60	55.00	MED	NON	EX	EX	EX	FNT	EX	46700	28.81 		EX	CRL1	FR1	B 1	B_PP	HL	N	N	Crystal, Feather, Needle	36.00	16.50	40.60	42.50	50.00	75.00	3.50	Faceted
57	ROUND	8812640268	GIA	6202155984 L	5.01	H	VS2	10.81-10.90*6.82	62.80	57.00	MED to STK	NON	EX	EX	EX	MED	VG	32400	38.00 		EX	FR1	FR1	B_PP	B 1	N	N	N	Crystal, Feather, Needle	35.50	15.50	40.80	43.00	50.00	80.00	4.00	Faceted
58	ROUND	2812900112	GIA	6202422125 L	5.52	H	VS2	11.20-11.27*7.05	62.70	57.00	MED	NON	EX	EX	EX	MED	EX	32400	35.98 		EX	PP2	FR1	B 1	B_PP	N	N	N	Crystal, Feather, Needle	36.50	16.00	41.00	43.50	50.00	80.00	3.50	Faceted
59	ROUND	4811400114	GIA	1199143338 L	5.02	I	VS2	10.86-10.92*6.82	62.70	57.00	MED	NON	EX	EX	EX	NON		27300	28.59 	UPGRADED COLOR;	EX	SPR1	PP2	B 1	N	N	N	N	Crystal, Needle	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
60	ROUND	1813370390	GIA	1205641624 L	5.06	I	VS2	10.66-10.72*6.92	64.70	57.00	THK	NON	VG	EX	EX	FNT	VG	27300	36.82 		EX	SPR1	FR1	B 1	B_PP	N	HL	N	Crystal, Cloud, Feather, Needle	37.00	16.50	40.80	43.00	50.00	80.00	5.00	Faceted
61	ROUND	8812980478	GIA	5203322107 L	5.30	I	VS2	11.07-11.15*6.92	62.30	59.00	MED to STK	NON	EX	EX	EX	NON		27300	21.61 		EX	CRL1	SPR1	N	B_PP	N	N	N	Crystal, Cloud, Needle	35.00	14.50	41.20	44.00	50.00	80.00	4.00	Faceted
62	ROUND	7737800571	GIA	2186143656 L	5.45	I	VS2	11.29-11.37*6.97	61.60	59.00	MED to STK	NON	EX	EX	EX	MED		27300	41.65 		EX	SPR1	PP1	B 1	B_PP	N	N	N	Crystal, Needle	32.00	13.00	41.80	44.50	50.00	80.00	4.00	Faceted
63	ROUND	6812620386	GIA	1205156016 L	5.01	J	VS2	10.86-10.93*6.82	62.60	56.00	MED	NON	EX	EX	EX	FNT	G	23000	28.54 		EX	FR1	PP2	B 1	B 1	HL	N	N	Crystal, Feather, Needle	36.50	16.50	40.60	43.00	50.00	75.00	3.50	Faceted
64	ROUND	6812780216	GIA	1205232069 L	5.03	J	VS2	10.88-10.91*6.84	62.80	57.00	MED to STK	NON	EX	EX	EX	FNT	VG	23000	26.23 		EX	SPR1	SPR1	B_PP	B 1	N	N	N	Needle, Crystal, Cloud	36.50	16.00	40.80	43.00	50.00	80.00	3.50	Faceted
65	ROUND	1813370350	GIA	6205641590 L	5.06	J	VS2	10.88-10.94*6.80	62.40	58.00	STK	NON	EX	EX	EX	FNT	EX	23000	27.78 		EX	SPR1	FR1	B 1	B 1	N	N	N	Crystal, Needle, Cloud	35.50	15.00	41.00	43.50	50.00	75.00	4.00	Faceted
66	ROUND	3737800131	GIA	5186431949 L	5.36	J	VS2	11.10-11.17*6.98	62.70	57.00	MED to STK	NON	EX	EX	EX	FNT	VG	23000	28.34 		EX	CRL1	SPR1	B_PP	B_PP	N	N	N	Crystal, Cloud, Feather, Needle	36.50	16.00	40.80	43.00	50.00	80.00	3.50	Faceted
67	ROUND	2813000212	GIA	1208368334 L	5.57	J	VS2	11.37-11.42*7.00	61.40	58.00	MED to STK	NON	EX	EX	EX	FNT	EX	23000	24.76 		EX	PP1	FR1	B_PP	B 1	N	N	N	Crystal, Cloud, Feather, Needle	34.00	14.50	41.00	43.50	50.00	80.00	3.50	Faceted
68	ROUND	2812270152	GIA	1205277089 L	5.60	J	VS2	11.35-11.42*7.03	61.70	57.00	MED to STK	NON	EX	EX	EX	FNT	VG	23000	26.68 		EX	SPR1	FR1	B 1	B 1	N	N	N	Crystal, Cloud, Feather, Needle	34.00	14.50	41.00	43.50	50.00	80.00	3.50	Faceted
69	ROUND	8740703681	GIA	5186410181 L	5.01	K	VS2	10.86-10.92*6.84	62.80	57.00	MED	NON	EX	EX	EX	NON		17000	22.29 		EX	SPR1	CRL1	B_PP	B_PP	N	N	N	Crystal, Cloud, Feather, Needle	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
70	ROUND	8811510008	GIA	1199197943 L	5.04	K	VS2	10.65-10.72*6.86	64.20	57.00	THK	NON	VG	EX	EX	NON		17000	35.60 		EX	SPR1	PP1	B 1	N	N	N	N	Crystal, Cloud, Needle	38.00	16.50	40.40	42.50	50.00	80.00	5.00	Faceted
71	ROUND	5812200275	GIA	6195791677 L	5.01	L	VS2	10.85-10.96*6.85	62.80	57.00	MED to STK	NON	EX	EX	VG	NON		12700	24.18 		EX	SPR1	SPR1	B 1	B_PP	HL	N	N	Cloud, Crystal, Needle, Indented Natural, Natural	33.50	14.50	41.80	44.50	50.00	80.00	4.00	Faceted
72	ROUND	4812110224	GIA	1195809595 L	5.02	L	VS2	10.88-10.92*6.83	62.70	58.00	MED to STK	NON	EX	EX	EX	FNT		12700	22.70 		EX	CRL1	FR1	B_PP	B_PP	N	HL	N	Feather, Crystal, Cloud, Needle	35.50	15.00	41.20	43.50	50.00	80.00	4.00	Faceted
73	ROUND	9812110389	GIA	2208002284 L	5.58	M	VS2	11.29-11.32*7.09	62.70	57.00	MED to STK	NON	EX	EX	EX	FNT		11200	19.33 		EX	CRL1	FR1	B_PP	B_PP	HL	N	N	Crystal, Cloud, Feather, Needle	35.00	15.00	41.40	44.00	50.00	80.00	4.00	Faceted
74	ROUND	9812900109	GIA	1208459571 L	5.03	F	SI1	10.98-11.03*6.78	61.60	58.00	MED	NON	EX	EX	EX	STG	VG	31200	37.04 		EX	CRL1	FR1	B 1	B_PP	HL	HL	N	Crystal, Feather, Cavity	34.00	14.50	41.20	43.50	50.00	75.00	3.50	Faceted
75	ROUND	9812900079	GIA	6202286014 L	5.29	F	SI1	11.04-11.09*6.94	62.70	57.00	MED to STK	NON	EX	EX	EX	VST	EX	31200	36.60 		EX	CRL1	CRL1	N	B_PP	N	N	N	Crystal	36.50	16.00	40.80	43.00	50.00	75.00	3.50	Faceted
76	ROUND	5812930215	GIA	1207303173 L	5.02	G	SI1	11.03-11.07*6.75	61.10	59.00	MED to STK	NON	EX	EX	EX	NON	G	27300	16.58 		EX	FR1	FR1	B 1	B 1	HL	N	N	Crystal, Feather, Cloud, Needle	32.00	13.00	41.80	44.50	50.00	80.00	4.00	Faceted
77	ROUND	6813230316	GIA	2208525500 L	5.65	G	SI1	11.26-11.33*7.10	62.80	58.00	STK	NON	EX	EX	EX	STG	VG	27300	33.11 	UPGRADED COLOR;	EX	CRL1	FR1	B_PP	B 1	N	N	N	Crystal, Feather	35.50	15.00	41.20	43.50	50.00	80.00	4.00	Faceted
78	ROUND	3812980483	GIA	1205322156 L	5.01	H	SI1	10.86-10.93*6.81	62.50	56.00	MED to STK	NON	EX	EX	EX	NON	VG	23900	17.04 		EX	FR1	FR1	B 1	N	N	N	N	Feather, Crystal, Cloud, Pinpoint, Indented Natural	36.50	16.00	40.60	43.00	50.00	75.00	3.50	Faceted
79	ROUND	4812520234	GIA	6201002455 L	5.02	H	SI1	10.90-10.93*6.74	61.80	59.00	MED to STK	NON	EX	EX	EX	STG	EX	23900	43.32 	UPGRADED COLOR;	EX	CRL1	FR1	B 1	B 1	N	HL	N	Crystal, Cloud, Feather, Needle	36.00	15.00	40.60	42.50	50.00	75.00	4.00	Faceted
80	ROUND	4813330364	GIA	6201598436 L	5.02	H	SI1	10.70-10.79*6.91	64.30	56.00	STK to THK	NON	VG	EX	EX	NON		23900	28.61 	UPGRADED COLOR;	EX	SPR1	FR1	B 1	N	N	HL	N	Cloud, Feather, Crystal, Needle	36.00	16.00	41.20	43.50	50.00	75.00	4.50	Faceted
81	ROUND	7811280197	GIA	1199075412 L	5.01	I	SI1	10.91-11.00*6.81	62.20	58.00	MED to STK	NON	EX	EX	EX	NON		21000	18.79 		EX	FR1	FR1	B_PP	B_PP	HL	N	N	Feather, Cloud, Needle	33.50	14.00	41.80	44.50	50.00	80.00	4.00	Faceted
82	ROUND	7811630197	GIA	2196316041 L	5.03	J	SI1	10.98-11.03*6.76	61.40	56.00	MED to STK	NON	EX	EX	EX	NON	EX	18000	22.01 		EX	SPR1	FR1	B 1	B_PP	N	HL	N	Twinning Wisp, Feather	33.50	14.50	40.80	43.00	50.00	75.00	4.00	Faceted
83	ROUND	1813000021	GIA	6202314859 L	5.31	J	SI1	11.06-11.13*6.96	62.70	58.00	STK	NON	EX	EX	EX	NON		18000	26.48 		EX	CRL1	FR1	B 1	B_PP	N	N	N	Crystal, Feather, Needle	34.50	14.50	41.40	44.00	50.00	80.00	4.00	Faceted
84	ROUND	7812900097	GIA	6205570951 L	5.01	K	SI1	10.92-10.99*6.70	61.20	59.00	STK	NON	EX	EX	EX	MED	VG	14500	38.51 		EX	FR1	PP2	B 1	B 2	SM	N	N	Crystal, Feather, Needle	34.00	14.00	40.80	43.00	50.00	75.00	4.00	Faceted
85	ROUND	6813250506	GIA	3205562650 L	5.02	K	SI1	10.99-11.04*6.75	61.30	59.00	MED to STK	NON	EX	EX	EX	NON	VG	14500	21.69 		EX	FR1	FR1	B_PP	B_PP	HL	HL	N	Twinning Wisp, Crystal, Feather, Cloud	32.00	13.00	41.60	44.50	50.00	80.00	4.00	Faceted
86	ROUND	3739600931	GIA	2196186762 L	5.05	K	SI1	10.96-11.02*6.78	61.70	58.00	MED	NON	EX	EX	EX	FNT	EX	14500	21.84 	EXCLUSIVE COLOR; 	EX	SPR1	FR1	B 1	B_PP	HL	N	N	Crystal, Cloud, Feather, Needle	36.50	15.50	40.80	43.00	50.00	75.00	3.00	Faceted
87	ROUND	7812930247	GIA	2206571013 L	5.10	K	SI1	10.92-10.97*6.86	62.70	58.00	MED to STK	NON	EX	EX	EX	NON	VG	14500	25.29 	RED SPOT;	EX	FR1	FR1	B 1	B 1	HL	HL	N	Crystal, Feather, Needle	35.00	15.00	41.20	44.00	50.00	80.00	4.00	Faceted
